,text,polarity,Sentiment
10489,mrna delivery rock comparison 4 vaccine pfizerbiontech moderna jampj az neutralization titer v,0.0,Neutral
10490,got 1st dose today earliest among chour pfizerbiontech resbakuna,0.0,Neutral
10491,finally got first jab joined 46 world population pfizerbiontech vaccinated,0.125,Positive
10492,ombudsman take aim ursula von der leyens text pfizerbiontech ceo,0.0,Neutral
10493,vaccinate not vaccinate experience rgv extended family almost 100 people got,0.0,Neutral
10494,worldwidevaccineswoes pfizerbiontech childrenvaccine wait see status,0.0,Neutral
10495,travel mandate 17 yo mean vaccinated 2nd sep latest seems unreasonable g,0.0625,Positive
10496,also got pfizerbooster feel like trash guessing symptom progress thru night like last,0.0,Neutral
10497,truth mrna vaccinationdrive vaccinated vaccinepassports antivaxxers pfizer pfizerbiontech moderna,0.0,Neutral
10498,world return normal life covid19 end year pfizer ceo albert bourla said stres,0.15,Positive
10499,company said tuesday provided health regulator data recent study vaccine child 5,0.0,Neutral
10501,retro 70 style shower curtain sunflower via boostershots shotsforkids,0.0,Neutral
10502,boosted pfizerbiontech 3rdshot,0.0,Neutral
10503,pfizer stock thanks service pfizerbiontech covid19 bidenisadisgrace bidendisaster biden,0.2,Positive
10504,american revolution 2 fraudulent election bidenliedpeopledied americantaliban cnnwheretruthgoes2die,0.0,Neutral
10505,canada vaccine advisory body recommends booster dose mrna covidvaccine pfizerbiontech comirnaty,0.0,Neutral
10506,scheduled receive pfizerbiontech booster hour got call walgreens ran,0.0,Neutral
10507,got screenshot cdc site guideline case anyone curious covidvaccination,-0.1,Negative
10509,pfizerbiontech alliance announced tuesday submitted result covid19,0.0,Neutral
10510,done 1st dose vaccine pfizer 9 hour lining need repost someone dm someone,0.0,Neutral
10511,flu season fast upon u vaccine available 6 month adult covidvaccine available 12,0.275,Positive
10512,pfizer soon submit data covid19 vaccine kid aged 511 pfizerbooster pfizerbiontech pfizervaccine,-0.1,Negative
10513,walk clinic available today thursday pfizer vaccination 10am 4pm campus kitchen kane building,0.4,Positive
10514,u prez joebiden take covid19vaccine booster american cdc pfizerbiontech pfizervaccine,0.0,Neutral
10515,not give shot pfizerbiontech,0.0,Neutral
10516,number covid19 case today 28 september 2021 remember observe safety protective measure,0.0,Neutral
10517,joe biden covid19 booster shot pfizerbiontech booster shot approved u week highris,0.0,Neutral
10518,february 2022 pfizerbiontech earn approximately 1 trillion dollar vaccine,-0.4,Negative
10519,biden received pfizerbiontech booster shot today small step biden bigger step united state,-0.125,Negative
10520,joined lab rat squad today not fam pfizerbiontech,0.0,Neutral
10521,not part priority group soldiersteachers medical worker 50 pfizerbiontech vacc,0.0,Neutral
10522,pfizerbiontech seek provide equitable access covid vaccine company official,0.0,Neutral
10523,important info boostershot pfizerbiontech covid19vaccine high risk setting,0.28,Positive
10524,president united state america joe biden receives covid19 booster shot potus biden receives cov,0.0,Neutral
10525,uk not accept turkish vaccine passport vaccinated,0.0,Neutral
10527,2nd dose fullyvacinnated pfizerbiontech bonifacio high street fort bonifacio global city,0.05333333333333334,Positive
10528,uk not accept turkish vaccine passport vaccinated p,0.0,Neutral
10529,majda el azrak 14yearold went coma two day receiving second pfizer covid19 vaccine di,-0.05,Negative
10530,see customer double 14 pounder plz staff certainly sir customer coke plzzero staff,0.10714285714285714,Positive
10531,pfizers ceo albertbourla long government buy pfizerbiontech pfizerbooster vacc,-0.05,Negative
10532,got astrazeneca march 18 1st pfizer june 6 fullyvaccinated place said sorry no mixandmatch sept,-0.5,Negative
10534,kicking corrupt ursula pfizerbiontech,-0.5,Negative
10535,number covid19 case today 26 september 2021 remember observe safety protective measure,0.0,Neutral
10536,need vaccination please contact u via direct message give pfizer comirnaty shot covid19,0.1,Positive
10538,guess owns laboratory wuhan gskの実績 guess pfizerbiontech,0.0,Neutral
10539,good news bangladesh around 1015pm vaccine arrive dhaka airport florida usa cargo p,0.7,Positive
10540,okay people 65 no health issue taking fully vaccinated,0.5,Positive
10541,tweeted many time hate needle body got two shot pfizerbiontech never even f,-0.15000000000000002,Negative
10542,vaers report almost one month apartmany people experiencing adverse effect,0.0,Neutral
10543,covid19 resource thread first please give one hour watch documentary vaccineinjuries,0.125,Positive
10544,uk not accept turkish vaccine passport vaccinated pfize,0.0,Neutral
10546,people already fully immunized pfizerbiontech twodose covid vaccine eligible,0.0,Neutral
10547,breaking overnight overrules cdc advisory panel approves pfizerbiontech covidvaccine,0.0,Neutral
10548,uk not accept turkish vaccine passport vaccinated pfizer turkey,0.0,Neutral
10549,good read check cdc pfizerbiontech,0.7,Positive
10550,latest news thanks cdc pfizerbiontech,0.35,Positive
10551,ironic people claim vaccine represent plotting communist,0.2,Positive
10552,expecting feel side effect second dose pfizer biontech covid19 vaccine fortunately,0.2,Positive
10553,covid19 bntx pfizerbiontech booster people authorized,0.0,Neutral
10555,got pfizerbiontech booster today covid19 run,0.0,Neutral
10556,uk not accept turkish vaccine passport vaccinated pfizer turkey th,0.0,Neutral
10557,today tip news cdc recommends pfizerbiontech covidvaccine booster shot city el paso surpasses 75,0.0,Neutral
10558,latest veritas international cdc pfizerbiontech,0.25,Positive
10559,cdc panel recommends pfizerbiontech booster many american including older people,0.2222222222222222,Positive
10560,latest dr nick daily cdc pfizerbiontech,0.25,Positive
10561,there lot break wthe latest cdc decision pfizerbiontech booster,0.5,Positive
10562,dr rochelle walensky endorses acip recommendation booster shot pfizerbiontech covid19,0.0,Neutral
10563,booster dose pfizerbiontech covid19 vaccine administered least six month completion pr,-0.3,Negative
10564,divergence vote acip yesterday evening walensky expanded eligibility criteri,0.0,Neutral
10565,fda recently approved pfizerbiontech booster shot people age 65 israel,0.0,Neutral
10567,today srilanka rolled covidvaccination child 12 yr special need initiated,0.35714285714285715,Positive
10568,hardheaded bitch finlly got first dose today pfizerbiontech,0.25,Positive
10570,fully vaccinated nayarn pfizerbiontech pfizervaccine alterolongapo altercebu alterdavao alterbataan,0.0,Neutral
10571,new cdc advisory panel reject pfizerbiontech covidvaccine boostershots people age 1864 working job wit,0.13636363636363635,Positive
10572,22 acip issued criterion eligibility pfizerbiontech booster dos starting six month dose 2,0.0,Neutral
10573,12 week cdc advisory committee immunization practice acip met several day meeting f,0.0,Neutral
10574,12 meeting last week vaccine related biological product advisory committee voted unanimo,0.0,Neutral
10575,advisor decline recommend boostershots pfizerbiontech covid19 vaccine everyone,0.0,Neutral
10576,ill get booster shot asap mess challenge anyone make sense government cur,-0.3375,Negative
10578,ive got hear pumpkin spiced pfizer biontech covid19 vaccine getvaccinated,0.0,Neutral
10579,finally big relief parent hope covid19research coronavirus sarscov2 medicine immunization,0.0,Neutral
10580,today authorization applies,0.0,Neutral
10582,first shot zero soreness second shot little soreness injection site exp,0.020833333333333332,Positive
10584,today authorization applies covidー19 vaccine booster,0.0,Neutral
10585,u food drug administration fda given authorisation pfizerbiontech covid19,0.0,Neutral
10586,mom got double vaxxed pfizerbiontech vaccinationcompleted 𝖡𝖠𝖭𝖦𝖪𝖮𝖪 𝖳𝖧𝖠𝖨𝖫𝖠𝖭𝖣,0.0,Neutral
10588,vaccinated first shot go amp get vaccinated tc family n loved one pfizervaccine,0.475,Positive
10589,mengele wannabe video jailed vaccine experiment baby turkey,0.0,Neutral
10590,short month ago many shunning moderna covid19 vaccine favour,0.25,Positive
10591,exactly get change want mengele wannabe video ja,0.25,Positive
10592,child 12 19 year suffering disability chronic illness requested registered th,0.0,Neutral
10593,amended emergency use authorization pfizerbiontech covid19 vaccine allow use sin,0.0,Neutral
10594,issued final list indication child 12 yr srilanka receive,0.0,Neutral
10595,covid19booster pfizer3rddose approved fda 65 older 1864 high risk severe,0.16333333333333333,Positive
10598,3 hongkong hk big trouble pfizerbiontechpfizervaccine,-0.1,Negative
10599,icymi fda approved pfizerbiontech covid19 vaccine booster shot meanwhile cdc panel reconvene,0.0,Neutral
10600,monday ive received 2nd dose pfizerbiontech since still experiencing sideeffects alm,0.0,Neutral
10601,pfizerbiontech covid19 vaccine received mauritian health minister pfizerbiontech covid19 covid19vaccine,0.0,Neutral
10602,new dispatch president joebiden announced sep 21 virtual coronavirus summit leader,0.13636363636363635,Positive
10603,u fda also said people 65 received pfizerbiontechs covid19 vaccine would get booster,0.0,Neutral
10604,u fda give nod booster dose highrisk adult pfizerbiontech covid19vaccine,0.1,Positive
10605,wednesday 922 great hear fda included occupation high risk covid19 including,0.48000000000000004,Positive
10606,president joe biden report u intends give extra 500 million pfizerbiontech covid antibody,0.0,Neutral
10607,adviser cdc vote thursday pin specific get extra shot prime9news,0.0,Neutral
10608,fda wednesday authorized emergency use booster dose pfizerbiontech vaccine aged 65,-0.1,Negative
10609,fda formally approves pfizerbiontech covidvaccine boostershots age 65 high risk,0.16,Positive
10610,fda authorizes booster pfizerbiontech coronavirus vaccine older adult others high risk c,0.14222222222222222,Positive
10611,pfizerleak info celebrity endorsement payment bayer information,0.0,Neutral
10612,president joebiden call 70 world vaccinated time next year virtual summit,0.0,Neutral
10613,never forget pfizer poor ppl nigeria nigerian pfizer victim compensation,-0.23750000000000002,Negative
10614,never forget pfizer poor ppl nigeria nigerian pfizer victim compensation fe,-0.23750000000000002,Negative
10615,never forget pfizer poor ppl nigeria nigerian pfizer victim,-0.23750000000000002,Negative
10617,never forget pfizer poor ppl nigeria nigerian pfizer victim compensati,-0.23750000000000002,Negative
10618,never forget pfizer poor ppl nigeria nigerian pfizer victim compensation fear,-0.23750000000000002,Negative
10619,never forget pfizer poor ppl nigeria nigerian pfizer victim compensat,-0.23750000000000002,Negative
10623,already approved fda shouldnt everyone call new name comirnaty,0.13636363636363635,Positive
10625,got blood tested 2 month second covid vaccine load antibody,0.0,Neutral
10626,new data vaccine effectiveness covid19 hospitalization moderna 93 pfizerbiontech 88,0.13636363636363635,Positive
10627,update day two vaccine far rasa kebas tangan je no side effect yang teruk pfizerbiontech,0.1,Positive
10629,pfizer pfizerbiontech benjamin,0.0,Neutral
10630,decision made provide pfizerbiontech vaccine youngster 12 form,0.0,Neutral
10632,coronavirus covid19 sarscov2 wuhan china stayhome wearamask astrazeneca sputnikv pfizerbiontech moderna,0.0,Neutral
10633,israil kalpkrizlerisalgını biontechyanetki pfizerbiontech asımağdurları,0.0,Neutral
10634,according source president joe biden declare united state contribute another 500 million p,0.0,Neutral
10635,done fullyvaccinated pfizerbiontech,0.0,Neutral
10636,fully vaxxed pfizerbiontech qcprotektodo,0.0,Neutral
10637,indian government decided buying covid19vaccines made pfizerbiontech moderna dome,0.0,Neutral
10638,tuesday 8th december first vaccine ready given pfizerbiontech vaccine,0.225,Positive
10639,moderna keep covid vaccine reach poor nation via,-0.4,Negative
10640,imagine mandatedforcedcoerced buying car amp manufacturer sold body no engin,0.0,Neutral
10641,1st dose 2nd dose fullyvaccinated pfizerbiontech,0.0,Neutral
10642,pfizerbiontech absolutely mrna technology moderna please make conclusion,0.2,Positive
10643,boosted booster covid_19 boostershot vaccinatedandhappy pfizerbiontech ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs,0.0,Neutral
10644,pfizerbiontechs comirnaty vaccine star online cominarty vaccine approved booster dose,0.0,Neutral
10645,pfizerbiontech submits request approval vaccine child age 5 11 separately u,0.0,Neutral
10646,body burning aint fever vaccine side effect pfizerbiontech,0.0,Neutral
10647,people get pfizers twoshot vaccine may still catch covid19 month fully vaccinated tw,0.0,Neutral
10648,let assume not turf play maneuver pharma share pie aka u lon,0.0,Neutral
10649,finally got first dose covid vaccine 10072021 pfizerbiontech pfizervaccine getvaccinated,0.125,Positive
10651,said oct 4 authorizing boostershot pfizerbiontech moderna covid19vaccines,0.0,Neutral
10652,cant believe many believe sorry government wana health official drug,0.0,Neutral
10653,freshly triple vaxxed amp microchipped cv boosted dose pfizerbiontech seasonal,0.3,Positive
10654,take decade nobel committee find discovery field basic research sufficiently profound,0.041666666666666664,Positive
10655,cant wait 2nd dose pfizerbiontech,0.0,Neutral
10656,another shipment 113 million dos moderna covid19 vaccine due arrive taiwan early saturda,-0.012499999999999997,Negative
10657,got pfizer booster yesterday sore arm slight fever less reaction second shot cool,0.004166666666666666,Positive
10658,pfizer biontech dare seeking emergency use authorization u fda covi,0.0,Neutral
10659,new video covid19 historyrepeatsitself vaccinemandate astrazeneca pfizerbiontech,0.13636363636363635,Positive
10660,pfizer asks fda authorize covid19 vaccine child 5 11 pfizerbiontech,0.0,Neutral
10661,half vaccinated pfizerbiontech,-0.16666666666666666,Negative
10662,mixing different vaccine also allowed booster dos mnow covid19 pfizer pfizerbiontech,0.0,Neutral
10663,pfizer scientist ran away asked investigative reporter publicly repeat sai,0.0,Neutral
10664,pfizer scientist say work evil corporation caught film stating natural,-0.45,Negative
10665,4 xi order carrie lamelam allow pfizerbiontechpfizer booster shot october 8 20,0.0,Neutral
10666,dont try biontechpfizer pfizer pfizerbiontech covidvaccine vaccinemandate,0.0,Neutral
10667,member help find qualify pfizerbiontech booster shot learn,0.0,Neutral
10668,using aborted foetal tissue test vaccineabsolutely scandalous unforgivable,0.0,Neutral
10669,uk travel rule prospective traveller received 2 dos pfizerbiontech hong kong treated f,0.0,Neutral
10670,asks government approve covid19 vaccine kid 5 11 bnc bnctv blacknewschannel,0.0,Neutral
10671,tge entire u 500 kid died deadly disease byw thousand died every year,-0.1,Negative
10672,uk not accept turkish vaccine passport vaccinated pfizer,0.0,Neutral
10673,effectiveness pfizerbiontech covid19 vaccine fall 50 percent five month according,0.0,Neutral
10674,karikós work became key factor fight covid19 fight undoubtedly affected life,0.0,Neutral
10675,icymi qatar population one highest covid19vaccination rate world steady decline,0.16666666666666666,Positive
10676,boosted pfizerbiontech covidlife medtwitter,0.0,Neutral
10677,although youre still protected severe case youre less protected infection covidvaccine,-0.16666666666666666,Negative
10678,fda set date oct 26 outside adviser meet discus application making possible k,0.0,Neutral
10679,got 1st jab pfizerbiontech,0.0,Neutral
10680,taiwan received sixth shipment pfizerbiontech covid19 vaccine thursday another shipment,0.0,Neutral
10681,covid19 vaccine death increase scandanavia country remove moderna pfizerbiontech due huge rise,0.13749999999999998,Positive
10682,got jab today there free filmshowing vaccination site well vaccinated pfizerbiontech,0.4,Positive
10684,sure hell never getting vaccine pfizerscientists pfizerleaks pfizerexposed,0.5,Positive
10685,uae vaccine approved emergency use uaevaccines vaccine vaccineprotocol coronavirus,0.0,Neutral
10686,veritasarmy saltyarmy infowarsarmy distributionbyproxy pfizerleaks pfizerleaks pfizerexposed,0.0,Neutral
10687,vaccinated na pfizerbiontech,0.0,Neutral
10688,biontech hat da gleiche risiko für thrombosen wie astrazeneca pfizerbiontech covid19 vaccine,0.0,Neutral
10690,ok worth took 2 shot pfizerbiontech vaccine covid19 onl,0.4,Positive
10691,thought pfizerleak pfizervaccine pfizerbiontech,0.0,Neutral
10692,got pfizerd protect others pfizerbiontech covid19vaccine,0.0,Neutral
10693,pfizerbiontech light shall not overcome darkness,0.4,Positive
10695,pfizer vaccine contains aborted fetal cell protect whistleblower cost pfizerbiontech,0.0,Neutral
10696,misleading one read science behind different vaccine technology,-0.2,Negative
10697,pfizerbiontech pfizer expecting brazil,0.0,Neutral
10698,60 health care worker pfizerbiontech december january flu shot late septem,-0.3,Negative
10699,lancet published study pfizerbiontech suggests ineffective vaccine need booster shot 6 month,0.0,Neutral
10700,4oct2021 lancet two dos pfizerbiontech vaccine highly effective covid19 hospitalization,0.6,Positive
10701,qatar one highest vaccination rate world waning efficacy pfizervaccine lea,0.0,Neutral
10702,7 sleep get go walk wood covidpositive covid19 grateful vacci,0.0,Neutral
10703,pfizerbiontech 47 ev preventing covid plus b1621 mu c37 lambda escape,0.0,Neutral
10705,got 4th dose pfizervaccine pfizerbiontech pfizermadeit,0.0,Neutral
10706,finally gave coercion taking covid_19 vaccine got pfizerbiontech one didnt want,0.0,Neutral
10707,first dose done pfizerbiontech 10062021,0.25,Positive
10708,apparently per coll,0.05,Positive
10709,earlier dha_dubai announced resident citizen dubai receive pfizerbiontech booster shot,0.0,Neutral
10710,earlier announced resident citizen dubai receive pfizerbiontech booster shot,0.0,Neutral
10711,vaccinated vaccine covid_19 covid19 vaccination vaccinesideeffects covidvaccine covid,0.0,Neutral
10712,1st dose tyl pfizerbiontech,0.0,Neutral
10713,pfizerbiontech immunity vaccinated 1 vaccine manufacturer want keep secret pfize,-0.4,Negative
10714,nano pfizerbiontech vaccine,0.0,Neutral
10715,eu drug agency approves extra pfizerbiontech shot,0.0,Neutral
10716,safety profile pfizerbiontech booster similar second dose though h,0.0,Neutral
10717,cdc recommends adult aged 50 underlying illness receive pfizerbiontech booster dose 6 month,0.0,Neutral
10718,watch undercover project veritas video show pfizer scientist countering government narrative,0.0,Neutral
10719,death california teen may related second covid shot pfizerbiontech covidvaccinerisks,0.0,Neutral
10720,pfizerbiontech bnt162b2 vaccine male participant decline respo,0.0,Neutral
10721,pfizerbiontech 12 ev lambda 18 ev gamma 7 ev mu,0.0,Neutral
10722,going ask deliberately stopped curevac vaccine use,0.0,Neutral
10723,friend thanks noting date correction infographic posted sat upcoming fda panel meeting,0.2,Positive
10724,discussed pfizers recent announcement vaccine trial child age 511 safe effectiv,0.25,Positive
10725,study show pfizer covid19 vaccine effectiveness decline six month news office covid19 albertbourla,0.0,Neutral
10726,uae approves booster shot pfizerbiontech sputnik uae sputnik pfizerbiontech,0.0,Neutral
10727,pfizerbiontech covid19 vaccine effectiveness drop 6 month study esta pfizerbiontech coronavirus,0.0,Neutral
10729,two dos pfizerbiontech bnt162b2 90 per cent effective covid19 hospitalisation variant,0.6,Positive
10730,reporting effectiveness pfizers vaccine infection fell 88 within 1 month second,0.0,Neutral
10731,data not yet submitted fda administration comirnaty covid19vaccine mrna,0.0,Neutral
10733,daughter vaccinated yesterday feeling side ef,0.0,Neutral
10734,data suggests drop due waning efficacy rather contagious variant pfizerbiontech,-0.125,Negative
10735,happy yarn pfizerbiontech,0.35000000000000003,Positive
10736,1st dose done thanks god pfizerbiontech,0.2,Positive
10737,europeanunions drug regulator monday gave approval administer booster shot pfizerbiontech,0.0,Neutral
10738,europeanunions drug regulator approves boosterdose pfizerbiontech covidvaccine people aged 18 year,-0.1,Negative
10739,twodoses pfizerbiontech covid19vaccine 90 percent effective hospitalization,0.6,Positive
10740,pfizerbiontech efficacy deteriorates 6 month official astrazeneca not,0.0,Neutral
10741,oh hello sore arm ive not missed last 6 month triplevaxxed pfizerbiontech nh mychoice,0.0,Neutral
10742,profdruğur şahin drözlem türeci expecting given mrna vaccine impo,0.0,Neutral
10743,uk not accept turkish vaccine passport vaccinated pfizer biontech turk,0.0,Neutral
10744,chmp already evaluated data pfizerbiontech covid19 vaccine comirnaty say rise,0.0,Neutral
10745,vaccine l scientific committee approves use extra dose either pfizerbiontech moderna c,0.0,Neutral
10746,100 trust german engeneering even,0.0,Neutral
10747,pfizerbiontech corminatyvaccine teen covid19malaysia new strait time 476 pc adolescent receive one dose,0.06818181818181818,Positive
10748,28 found antibody decay time decay rate associated level antibody,0.0,Neutral
10750,uk not accept turkish vaccine passport vaccinated pfizer biontech tu,0.0,Neutral
10751,new round covid19 vaccination providing first dos pfizerbiontech bnt vaccine second dos,0.046590909090909086,Positive
10752,future bright tony montana might make comeback pfizer covid_19 covid vaccine,0.35000000000000003,Positive
10753,want vaccine let get hookup pfizer pfizerbiontech pfizergang pfizervaccine ill shoot commercial,-0.25,Negative
10754,manila bulletin 12000 minor registered muntinlupas covid19 vaccination,-0.05,Negative
10755,got vaccine today let get vaccinated special person thank always encouraging ge,0.35714285714285715,Positive
10756,covid_19 coronavirus new protect future mutation virus corruption,0.06818181818181818,Positive
10757,approve pfizerbiontech vaccine payment 19 24 per jab taxpayer money splas,0.0,Neutral
10758,thank pfizerbiontech vaccine easy covid19 sympthoms almost fully recovered also able,0.4666666666666667,Positive
10759,pfizer manipulated data gain emergency authorisation use mrna pfizerbiontech biontech covid19,0.0,Neutral
10761,say health bigpharma pfizer pfizervaccine pfizerbiontech vaccine healthcare,0.0,Neutral
10762,number covid19 case 3 october 2021 remember observe safety protective measure youre,0.0,Neutral
10763,covid vaccine leading cause coincidence coronavirus nomandates vaccinemandate pfizerbiontech moderna,0.0,Neutral
10764,medicalpoliticalcomplex government country live sign secret contract pfizerbiontech,-0.13181818181818183,Negative
10765,fda appears purposefully tricking american giving right refuse experimental product whi,0.12857142857142856,Positive
10766,pfizerbiontech moderna make billion profit keeping mrna technology people,0.0,Neutral
10767,pfizerbiontech covidvaccine antibody disappear many 7 month study suggests,0.5,Positive
10768,booked pfizerbiontech booster shot flu shot 9th october,0.0,Neutral
10769,attention pfizerbiontech,0.0,Neutral
10770,2nd vaccination 8th jan6 month later still antibody positive booster done teamgp covidvaccine,0.07575757575757576,Positive
10771,canadian health department said friday data suggests reported case rare heart inflammation relativ,0.3,Positive
10772,need know mixandmatch covid booster shot covid19 moderna,0.0,Neutral
10773,important impressive looking forward booster covidvaccine pfizerbiontech,0.7,Positive
10774,pfizerbiontech booster 956 effective trial company say pfizerbiontech covid19 boostershots,0.6,Positive
10775,good news right another study 2 million chilean received third dose show not pfiz,0.32857142857142857,Positive
10776,pfizerbiontech 3rd dose vaccine show 953 efficacy report pfizerbiontech vaccine report,0.0,Neutral
10777,analysis nearly 200000 israeli adolescent show pfizerbiontechs coronavirus vaccine 93 effective,0.35,Positive
10778,result via press release promising pfizer biontech announce phase 3 trial data showing high efficacy,0.18,Positive
10779,canaglie vaccini covid19 dittaturasanitaria pfizerbiontech mascherine nogreenpassobbligatorio greenpass,0.0,Neutral
10780,ceo pfizerbiontech promising shareholder annual booster forever lying,0.2,Positive
10781,covid booster done pfizerbiontech,0.0,Neutral
10782,thursday r e f r r r w 20211021 2055 taipei taiwan positivevibes,0.0,Neutral
10783,number covid19 case today 21 october 2021 remember observe safety protective measure youre,0.0,Neutral
10784,boost pfizerbiontech,0.0,Neutral
10785,booster dose covid19 vaccine 956 effective say pfizerbiontech study boosterdose covidvaccine covid19,0.6,Positive
10786,flu season covid season stillfogger get today covid19uk covid19 moonshot,0.0,Neutral
10787,get booster dose pfizer woolwich late night pharmacy best protection covid19,0.35,Positive
10789,scheduled pfizerbiontech booster shot tomorrow getvaccinated vaccinated trustscience,0.0,Neutral
10790,im ahead curve waxed vaxxed mixed matched johnsonandjohnson jansen pfizerbiontech covid_19,0.0,Neutral
10791,pfizerbiontech pay news want hear cant talk death side effect theyre b,0.0,Neutral
10792,kid 511 soon becoming eligible pfizerbiontech vaccine rolling logistics,0.45,Positive
10793,anyone mixed matched covid19 vaccine feel survived combo 1st,0.0,Neutral
10794,die auffrischungsimpfung mit biontech wirkt für mindestens 12 tage third dose pfizerbiontech,0.0,Neutral
10795,white house roll plan vaccinate kid age 5 11 covid news office pfizer washington,0.0,Neutral
10796,breaking white house said secured enough pfizerbiontech vaccine supply offer vaccination f,0.0,Neutral
10797,3rd jab done booster pfizerbiontech vaccination,0.0,Neutral
10798,number covid19 case today 20 october 2021 remember observe safety protective measure youre,0.0,Neutral
10799,boostershot done today get booster eligible book online,0.0,Neutral
10800,pfizerbiontech covid19vaccine 93 percent effective preventing hospitalization among aged 12 1,0.25,Positive
10801,good result pfizerbiontech vaccine among 12 18 yearolds covid19,0.7,Positive
10802,number covid19 case today 19 october 2021 remember observe safety protective measure youre,0.0,Neutral
10803,number covid19 case 18 october 2021 remember observe safety protective measure youre,0.0,Neutral
10804,mixandmatch vax effective covid lancet coronavaccine astrazenecavaccine pfizerbiontech moderna,0.6,Positive
10805,nstworld pfizerbiontech submitted authorization request health canada monday use,0.0,Neutral
10806,got pfizer pfizerbiontech vaccine mondaymotivation vaccination vaccination coronavirus coronavirusact,0.0,Neutral
10807,didnt pfizerbiontech require sage tag recommendation prior approval corrupt,-0.25,Negative
10808,vaccine l announces start evaluation extend use comirnaty covid19 vacci,0.0,Neutral
10810,askmani accompanied sesmiitaa manivannan first dose pfizer vaccine last friday ppv remaja skjc tsun,0.125,Positive
10812,accidental video covid19 boosterjab dover uk set google pixel4a smartphone take selfie,0.0,Neutral
10813,pleased learn family southamerica eu donated great amount pfizerbiontech vaccine,0.65,Positive
10814,number covid19 case 17 october 2021 remember observe safety protective measure youre,0.0,Neutral
10815,number covid19 case 16 october 2021 remember observe safety protective measure youre,0.0,Neutral
10816,33 direct comparison vaccine brand may flawed example pfizerbiontech approved first th,-0.05000000000000001,Negative
10817,13 released result casecontrol study observed number hospitalization vaccinated,0.0,Neutral
10818,ive gas lit vaccine injury since 5 mandatesarenotalaw governmentisterrorism,0.0,Neutral
10819,covid19 pfizer seek european ok child vaccine pakustv nyc globalhealth pfizerbiontech,0.25,Positive
10820,data support use vaccine child aged five less 12 year pfizerbiontech,-0.13333333333333333,Negative
10822,manila bulletin 283000 individual fully vaccinated muntinlupa v covid19,0.0,Neutral
10823,booster pfizervaccine pfizerbiontech togetherwecan vaccinemandate vaccination,0.0,Neutral
10824,finally fully vaccinated virus relief pfizerbiontech pfizervaccine,0.0,Neutral
10825,pfizer senior director sent mass email tell employee not speak fetal cell tissu,0.0,Neutral
10826,get booster shot tomorrow covid pfizerbiontech,0.0,Neutral
10827,u sends 24 million dos covid19 vaccine pakistan click link detail,0.0,Neutral
10828,watch brave pfizer scientist vanessagelman asked projectveritas giornalist fetalcells per rece,0.8,Positive
10829,mixing covid vaccine produce much antibody using shot booster according prelimi,0.2,Positive
10830,got 3e corona vaccination leiden never saw beautiful vaccination location thank,0.85,Positive
10831,taiwan thursday received new shipment pfizerbiontech bnt covid19 vaccine comprising 827000 dos,0.13636363636363635,Positive
10832,goodbye astrazeneca vaxzevria vaccine killed many people caused vaccine hesistancy australia w,0.15,Positive
10833,ive gas lit vaccine injury since 5 mandatesarenotalaw,0.0,Neutral
10834,third dose pfizerbiontech eligible dha clarifies eligible category third dose covid19,0.0,Neutral
10835,smile world denile theyre quick enough duplicate data take consequence poc,0.2111111111111111,Positive
10836,fully vaxxed na si baks goodjab pfizerbiontech,0.0,Neutral
10837,im vaccinated still wear mask wear everyday care iamyou youareme,-0.2,Negative
10838,pfizerbiontech vaccine authorized fda use 16 older many still que,0.3333333333333333,Positive
10839,chemtrails finally make sense alongside creating climatecatastrophe gtgt vitamin deficiency key vira,0.0,Neutral
10840,8 pfizers vaccine fdaapproved hm whats forced take unapproved vaccine,-0.30000000000000004,Negative
10841,oh hey update pfizerbiontech,0.0,Neutral
10842,2019 transplant tourism china dangerous new industry cop15 cop26 covid19,-0.2318181818181818,Negative
10843,got power boost family patient community pfizerbiontech,0.0,Neutral
10844,today took second shot pfizerbiontech literally took 13 minute moment parked car uae dubai,0.0,Neutral
10845,1 fellow humanoctober 7 2021 1504 edt fullyvaccinated pfizerbiontech pfizer,0.0,Neutral
10846,took booster jab not sure would mild side effect like first two covid_19,0.1111111111111111,Positive
10847,calling greatmemecreators pfizerbiontech monster dareya put shame,0.0,Neutral
10848,covid19 vaccine booster mix match evidence show assnorg used strategy,0.0,Neutral
10850,number covid19 case 05 november 2021 remember observe safety protective measure,0.0,Neutral
10851,united state seen report pfizer vaccine urgently approved child,0.0,Neutral
10852,bntx may sue pfe tremendous loss suffered unless profit sharing agreement two,0.3333333333333333,Positive
10853,pfizers new paralytic gateway drug literally leave dead pfizer pfitzergate pfizerexposed,-0.03181818181818183,Negative
10854,pfe pfecolleague pfeizergate pferdeschwanz pfizer pfizerexposed pfizerkids pfizerbiontech pfizergang,0.0,Neutral
10855,cdc vote unanimously approve pfizer vaccine kid age 511 comirnaty covid19,0.0,Neutral
10856,number covid19 case today 05 november 2021 remember observe safety protective measure,0.0,Neutral
10857,federal government cancel contract problematic vaccine manufacturer live covid19 update emergent,0.13636363636363635,Positive
10858,approved much supply rate supply increase drug not av,0.2,Positive
10859,always pay attention bigger picture pfizergate pfizer pfizerbiontech pfizerpill,0.0,Neutral
